palavra	count
desplegada	3927
gora	3383
follow	312
manipulados	7036
querias	3356
di	10822
significado	5801
soberanista	8944
gorra	1679
futuro	11694
eurovisión	6894
ejecutivo	6520
darnos	8354
viajes	4633
dedica	7382
watch	595
temen	8092
dadas	2105
murcianos	7196
lanzan	7675
responsable	10798
pronunciamiento	5134
acabe	10775
imaginate	6840
llegando	9084
universal	11088
reitera	5772
regala	2188
inventada	1472
creciendo	7295
osea	9844
apalear	7446
separado	8083
sanz	4343
incapaz	8118
impensable	5539
ergo	7561
valencianos	4330
anual	1085
profundamente	7018
história	1787
importan	8122
galaxia	1506
gobernará	2803
bárbara	1495
cuentan	10478
franceses	5292
armada	3703
casillas	3124
aplicable	2744
herido	9414
improbable	4620
viven	11369
silenciado	613
escaño	1484
injustificado	3224
reacciones	9355
equipos	9424
vuelto	10462
futbolista	8382
honra	2824
llamadme	153
consiguiente	4569
logrado	9380
abordar	2642
red	8955
impulsada	1137
pe	3945
foro	6418
vencedores	518
morro	106
kieren	3455
permanente	7842
negras	966
dedos	9532
calla	9141
idiomas	6941
residen	1507
amaba	1444
bloquean	5377
sensatos	3563
observo	285
capitalistas	2288
tl	10738
acabo	11367
solucionan	3311
chenoa	6336
llevan	11437
hermosa	5225
pacíficas	7361
empezo	226
parió	4261
pille	2143
imaginan	7970
defiendas	1426
preciosa	3020
flagrante	606
quejarse	8319
cuídate	5073
unánime	1549
inadmisible	9672
plasma	890
iran	6633
separaron	869
subir	7954
mide	3282
neste	6017
llorar	10944
recomendable	4391
inviable	6342
bye	7661
llamen	8794
árabe	3203
diez	8888
ola	7365
testimonio	4430
poner	2659
vistas	6690
adoctrinada	4007
colocar	1931
mesmo	8841
cierre	10634
250	5781
afp	7578
levantan	4827
meta	6366
exceso	3090
golfos	90
listos	9875
plantar	3620
fusil	971
brutalidad	11325
iñaki	9348
puertas	10471
coordinación	3906
preocupados	10154
derechos	11732
pozo	4071
actividades	7794
bastaba	5688
vistos	5090
bs	2572
criado	2794
miente	9065
cruzado	1848
precinten	1571
almería	250
às	3947
sueño	10131
plus	3168
valores	8337
ilusión	9070
darían	1380
calentitos	788
cruz	8130
limpio	9410
ashamed	4787
magia	5663
vila	9109
ayudando	6722
relevancia	5048
médico	5180
protestan	9166
claver	1002
preguntarle	6421
alemanes	2351
al	11260
proyecto	9964
how	9273
polling	4149
dispositivo	6436
compren	1917
nah	4943
pierde	11181
tb	11332
ponerte	2119
tweets	10227
democracia”	3175
dices	11436
piedad	151
desmarcan	7642
explico	5869
ultimos	5573
2200	1480
ocurrirá	8328
ocurrir	8330
perderían	4037
sentimiento	10665
pasó	11561
comparación	9297
sociales	10862
monago	2752
villegaspoljak	9252
humanidad	10437
odiáis	641
unionista	6548
impidiendo	7787
rige	4554
vídeos	10567
diccionario	2524
evita	6702
éxito	11064
patatas	5385
imperdonable	6815
propone	9325
delicada	3099
defiendan	6083
clamor	2912
sort	2338
podrido	5947
mill	7616
perdería	8363
irá	10639
policía	11847
vosotros	2551
emiten	2545
sabrá	8016
we	10477
ojalá	11742
estallido	1510
enormes	2197
negativa	8442
miedo	11753
decidimos	8566
votasen	2203
medie	4065
afuera	6159
mamar	1723
jogo	5010
avergonzado	4323
capaces	9894
personaje	7995
ahora	10077
compañia	2466
desactivado	9585
prometió	3182
arma	8882
cabe	10604
roures	5252
independentismo	11569
presentamos	3269
great	3920
esbirros	6820
acciones	10649
retweeted	11314
grandísima	2701
tapar	10682
casado	923
aguas	6059
vente	8629
niego	3280
fantasía	3076
llaves	4455
avalan	2498
independizo	8895
ordenamiento	3782
bilbao	9641
again	6161
espanhol	9778
amparado	3381
como	10833
pelotudo	2869
a3	7633
reconciliación	3909
caray	4302
ventanas	2571
bona	8038
organizar	10689
declarando	3289
llamo	7850
vela	4315
selfies	1136
regresa	3952
descansar	1779
factura	8053
desconexión	6655
altura	10395
gritan	8925
entérate	3955
austria	983
isto	4120
oye	11449
las	11161
revocatorio	10201
responde	9416
totalitario	6487
fc	10318
analfabeta	404
mantienen	6167
posiciono	352
últimamente	9510
locos	10938
paco	8689
codigo	3155
pegue	403
claves	10116
politica	10854
irresponsables	9589
consideras	7375
enterar	6405
call	6236
opinó	1300
hombres	10050
enfermo	8076
gc	11547
extranjera	7806
acuerdos	8544
alega	2823
res	4510
suspendan	6784
haberla	2213
refieres	9146
estatuto	10789
larga	10134
llevaría	6385
excepcional	3379
muertos	11334
elefantes	3677
invitado	6216
bon	8443
recuento	11200
sueltan	2267
valen	8892
violación	10547
encierran	650
denuncian	8141
ladrón	7260
exclusivamente	7130
estómago	308
pongo	10580
seguimos	10611
independizarme	9758
performance	5459
jurado	1463
compatriotas	7977
estara	5609
sucedería	343
anexionarse	805
comparando	9430
disco	5537
incondicional	5747
aprovechando	9604
ricos	9600
vestido	1041
vota	11736
acoge	3556
proporcionalidad	7160
masivo	6409
enmienda	2624
corazon	2175
miles	11613
casco	2886
video	11542
ponen	11085
música	6980
sputnikmundo	1202
tremenda	9404
mierda	11806
primo	7110
contrarios	8373
obliguen	1618
sevilla	10225
temblar	6669
negra	9271
sonado	979
ingresar	1995
cabo	10979
dejarlos	7983
descerebrados	6380
intervenciones	5934
actuaron	5780
retiran	3011
renuncien	112
fuente	8412
admiten	2979
actual	11185
asistencia	5821
educacion	6407
papeles	8204
mire	9098
aunq	5823
pared	4301
rabo	8094
respect	6182
mendoza	4118
unicos	5205
llanto	7357
maior	213
funcionamiento	1491
convocados	5817
quo	5587
xo	7219
respetó	533
caja	9509
peperos	5694
atacado	5881
reforzar	5559
programas	7775
patria	11152
alba	2967
tempo	3283
aqui	5616
impacto	9183
contener	5003
altos	6310
893	8733
inútil	10652
republicana	9652
tragedias	2305
dnd	5388
independenciaen	1061
republic	2093
amenazando	6398
postureo	5532
19	9314
semanas	10717
panorama	8393
fundamental	9482
presiones	7721
historia	11780
generalitat	11714
convergencia	4609
entro	7376
falso	11095
totalitarios	7172
nicolás	9823
seguid	9511
lpm	5239
dictaduras	8215
barbarie	9481
dejadnos	144
déjenlos	5645
eligen	5501
proponiendo	4598
ideal	8898
sombra	7597
seguiré	5831
partidos	11497
aceptarías	5410
canciller	6274
masiva	9395
destrucción	7699
atentos	7605
tuitear	6329
vea	10898
oyes	3196
juro	9514
estamos	6706
abiertas	8659
montoro	7360
ocasiones	8272
petición	8999
aplique	10060
abandonan	182
escapar	4752
jugaria	2585
quedarían	4410
tragedia	9097
daño	11079
presa	5805
continue	3295
infierno	6684
twittear	932
sometida	6936
st	1747
diga	11492
manifestación	11549
digas	9240
sentí	3822
tomen	8312
frase	10183
recupera	4579
podríais	6036
corte	9787
leches	7500
revolucionarios	2052
emoji	1067
olla	6807
tenho	629
fila	8449
escondido	5689
crimen	306
interesante	11009
acoger	6220
serios	8744
condolencias	1548
negociar	11477
financiación	8759
resistencia	10125
apliquen	7075
ascazo	3954
contradictorio	4709
intolerante	2618
someter	8237
cmo	2923
violar	9024
infobae	1219
puesto	11481
acordaron	858
vanguardia	8676
ale	6954
millón	10323
cristal	4767
patio	7124
issue	3515
tilda	5009
radicalización	610
ultraderechistas	1022
ultimátum	816
restaurar	5659
viaje	9661
gerard	10974
consti	2877
sancionar	4848
horror	9598
costaría	4202
dile	5198
dura	10802
abolir	548
motores	257
soraya	9839
herida	7938
reza	1935
1er	6305
argumento	10763
bolsillo	7917
raro	10804
linea	6884
frustración	7023
deseando	10494
being	6240
déspota	3169
respeta	10643
peticiones	145
jeta	3518
enfrenta	8377
latinoamérica	7716
limitado	342
cultura	10561
decreto	1750
cosa	11769
biotecnología	623
pecho	8531
quedase	1610
minha	56
borbónica	337
primos	4272
bastardo	3316
ilegalidad	11440
presentarse	3433
propuesto	6595
criticamos	3021
hackers	4663
within	1006
bruselas	9478
dale	8170
respaldar	5901
necios	905
avalar	3431
económicamente	9563
misa	9874
history	3388
daran	3706
39	5719
what	10530
quina	1653
general	2432
oo	3936
security	947
etc	11524
antiguo	4364
ganaremos	3799
centenar	2687
actualización	7274
verías	2963
rancia	9126
vacio	4054
wat	2335
law	6123
seguirás	5752
tendo	2839
bestialidad	409
sacas	843
dice	4390
més	6976
condenas	5500
juicio	8341
logística	4394
invadiendo	3765
expresan	4916
manipuladora	6808
inmigrantes	7865
islámica	1645
perdidos	7015
formar	10197
justicia	11444
cumple	10766
empezando	9906
declaró	8799
cerró	7556
dr	645
criticar	10182
romeva	5033
agora	6312
unen	7508
castellón	4298
serà	913
jiji	2214
municipales	2398
vía	11720
ernesto	3012
snes	1835
tolera	1333
unfollow	8441
cuernos	525
distintas	8429
palmeres	8140
culé	1986
selva	3867
notícias	2898
palabra	11357
provocación	7619
ratifica	1836
maria	8537
those	4951
faltaría	3497
antemano	2411
reflejan	1713
dialogada	1554
gratuita	5993
decía	10937
consumir	5320
querem	6964
oportunista	6222
martorell	2663
afirman	4954
delictivo	809
independentistas	11836
respira	1012
cambio	11413
negocio	9716
selectiva	1452
sacado	10486
ideológico	4722
miquel	3385
asustado	1013
chocolate	1915
pío	2219
gbno	195
chao	4061
chapuza	10378
muerte	11069
analisis	2536
tragado	1732
servicios	10352
asesinados	3934
directores	6144
tuits	10346
apetece	6735
divisible	2848
celebran	8684
pasarán	8930
tweet	10638
democraticamente	1462
junta	10808
apoyos	8742
ignorante	10521
torneo	4427
sabían	8365
limite	4425
informativo	8096
habló	9573
penado	1569
recien	1955
libertades	10336
tío	11068
feminista	1740
roben	6111
inversión	7879
never	5994
honorable	2541
genial	9868
gritos	9817
seguro	11685
incumple	6053
obvia	3943
irlanda	7165
legitimidad	11228
desmesurada	1231
presidentes	7843
repite	9010
manifestado	8719
atribuye	1705
fracasar	3528
señalar	7286
vilo	1368
jaime	5146
castilla	10164
rafa	5985
financiando	3614
plano	7073
asesinos	9553
solitario	1498
nochebuena	6594
contesto	4304
yugoslavia	7845
minoritaria	630
blázquez	2868
muero	7058
hará	11317
cm	7189
hacerse	10791
actualidad	9804
concentran	5722
convierte	10097
elijan	3538
engañen	9235
parlem	5233
multicultural	1606
vzlanos	715
acabado	9100
recuerden	7623
reconocería	2236
aceptarán	6990
celebraba	1104
veníais	1319
quejáis	6152
madridista	4641
estabilidad	10163
sabéis	11099
catalão	8986
⒐	3802
suelto	6303
ficha	2905
cádiz	6953
nerviosos	2749
catalunha	11125
conclusión	8769
alimenta	2577
rahola	4513
quise	1149
insultan	8034
imparcialidad	4124
faltar	5754
cabreo	4209
agrada	1651
patadas	8498
escuchando	9997
comisaría	1092
response	1384
analizamos	5617
brutalmente	8534
convicción	1332
dragones	3247
consensuado	7237
cubo	4168
censo	11526
bank	4224
torpes	1996
saco	10140
llamada	9812
territorial	9795
gigante	7899
14h	1880
merda	3962
wants	2352
jurídica	8768
siii	4446
quejas	5466
exigimos	7656
equidistantes	1438
habria	9809
pedazos	4754
queríamos	3619
representar	6578
fea	6786
poble	6137
pendiente	9774
metió	6086
mediapro	5604
future	2674
gal	284
caras	9171
mongolo	314
dialoga	7600
bad	7527
franquismo	11205
block	3017
reuniones	976
habitante	1048
rédito	7055
legítimos	3514
unidades	3573
vámonos	5024
situación	11817
favor	11853
deles	529
represora	6289
expliquen	6938
asqueroso	8624
trabajadora	4659
movilizado	2457
rabiosos	2929
adivinen	2157
llevo	10900
dialogado	1715
decías	578
abogacía	2073
lloros	2079
arremete	7404
construye	6284
mito	4559
isla	10142
inhabilitados	4639
telemático	8965
republicanos	9603
audiencia	9408
oeste	5651
follar	6337
forzado	1863
llevemos	671
dejaría	9275
persigue	7552
caudillo	3857
piensan	11097
figuras	1559
tendra	8390
respete	8972
requiere	8458
convocó	8849
enlace	3131
leas	129
redes	10984
puerto	10957
denunció	1215
urgencias	45
joer	5431
mafia	9000
1939	3049
artículos	6818
riazor	4285
trasladar	7280
fire	4915
dejarlo	4713
oportunidades	3105
happen	1280
avanza	7918
viviendas	2616
jajajaj	7553
renunciar	8331
corriendo	7246
eduardo	8182
calaña	5842
parlamentarios	617
industria	8725
fiar	1790
revolucion	1051
instante	2973
vous	3577
razones	10834
xddddd	4673
tortilla	7239
referéndums	9670
trapero	10581
hablamos	11188
uk	9822
llora	9534
lamenta	6816
murciano	2204
comercial	5084
novo	4424
tn	8671
malestar	3189
confía	4900
com	11289
logrará	5579
positiva	559
darles	9673
casos	10719
niña	7826
next	7275
correo	8255
sigue	5394
vol	552
prepotencia	4403
zapatos	3458
tengo	2909
unión	11487
destruye	1700
creí	3880
will	10548
talking	927
concordia	7678
mirada	7679
sucesos	10241
vengo	8627
reglamento	3736
mesa	10821
ca	6977
nacionalidad	9981
adhesión	4
organice	3035
lees	3110
🤔🤔	7308
calificar	4115
verdes	5221
caería	2389
tibio	2336
apoyes	1528
telediarios	7284
intriga	1899
echamos	8201
suponer	1993
conceptos	2934
demostrado	10746
perdona	10123
venezolanos	10160
venirse	2153
quem	5936
aseguro	7598
🤦‍♂️	7154
strike	1686
socios	8434
pactan	4892
anunciar	9284
básicos	4433
revuelta	8513
nobita	184
km	6931
dejarnos	8517
eo	1858
1500	5435
mayoria	11182
olvido	9236
22	8232
escocés	8869
recuperen	309
riendo	5767
arman	891
hugbelpsuv	8190
macanazos	4621
sabiendas	5735
gordos	109
podemitas	7198
términos	8735
laboratorios	1230
gilipollez	8175
jugado	7377
bla	10366
🤣🤣	4164
cifuentes	2044
ahre	2274
disculpa	4438
provocaron	4919
mayoritariamente	7350
suspendido	10509
bruta	6285
encuentro	9918
canadá	9824
hablara	4399
°	10062
articulo	9459
enfrentamiento	9994
viva	11848
recibiendo	8059
digamos	9767
delegado	9107
insisto	8792
conversa	500
1640	3122
support	8954
participe	4106
can	9566
comentar	8197
neta	1683
google	10631
quando	6369
patéticos	3411
rufian	4898
🤗	6138
pararlo	7512
exprese	7347
revocatoria	3868
opino	10265
educación	11454
amlo	2318
quiero	11825
caza	5593
alucinante	8014
destinado	5347
abrumadora	163
yihadistas	6640
empezamos	8704
cat	11363
linchamiento	2831
quemado	3576
único	11728
utilizar	10162
respetar	11278
hermana	8440
élite	4731
llenar	8065
tristeza	11166
understand	75
aceptará	5254
escucha	9396
140	7834
gays	1876
cometiendo	7301
repitiendo	4385
estudio	6015
opinar	11400
easy	3492
billetes	6958
vote	11670
cantan	10870
llegas	2151
voting	7427
opinando	8775
estatales	320
traicionan	1082
seguros	8425
debes	9303
le	10367
entendería	1325
4oct	9051
emocionante	5556
fanático	1774
sepas	7691
gustado	8529
quedarán	5538
abismo	9365
conflicto	11634
nóminas	3028
harry	5629
beneficia	8149
telita	5391
pensando	11295
says	1605
catalá	6492
domicilio	6145
mear	381
boda	1043
impidieron	5488
tercio	5973
exijo	8837
manzanas	3643
blas	1553
despropósito	7639
juego	11225
proporción	5619
🤐	1458
tomate	2630
posicionado	7948
justo	11230
miércoles	9691
explote	458
marx	852
sad	7399
fav	2526
dejes	6232
solucionará	2368
verse	2649
descubrir	5263
reason	1264
yaaa	1059
colores	9902
echando	9862
refe	2950
tribunales	8389
protege	8239
convencidos	1075
angelitos	180
validar	2957
referendums	6968
tendran	4932
acogedme	654
obsoleta	1638
empujando	5499
expolio	1579
entusiasmo	821
acabara	5185
ulster	6842
brazos	7758
extranjeros	10031
perdido	11503
recordemos	7962
xa	10148
nicolas	5365
vomitar	6097
ultras	7562
coman	1113
ponéis	8645
significaría	3679
sentirte	4698
tupperware	3741
juegues	2007
760	3561
parejas	2187
hacerle	8983
loa	4296
mierdas	9980
frente	11605
pinche	8515
colau	10849
ganador	3193
llevaba	6488
villa	4414
sigues	8012
sensatez	7807
huir	3025
oviedo	4379
ist	1815
76	2835
siempre	8465
escrito	9794
servido	9344
proces	8491
incluya	2759
incendiar	4635
esse	8675
presi	5382
burgueses	5873
realistas	1621
grupo	11264
lastre	5287
quedan	11041
celebracion	1114
especialmente	8755
autonómica	9016
asesino	9331
observando	583
fundación	5927
preocupado	10607
queremos	4460
enteras	9291
democràcia	5371
ye	6621
modernidad	660
referèndum	6587
➑	1741
juegue	10531
pillín	256
mediador	8750
rápida	5964
independicéis	2237
negó	7299
admitido	4467
musulmanes	7867
horrible	10043
acuerdo	5618
preguntan	9773
juega	11352
ai	5045
callados	7398
cojones	11657
liberación	6103
dolor	10293
metía	3775
marcharon	2419
ft	7405
produce	10068
haciéndose	5487
llegue	10011
domingo	11799
meterse	8180
pnv	8450
ordena	10812
analizando	2540
vienen	10669
camión	4519
cartón	5558
normales	5012
urgentemente	1329
daba	9890
ortega	10853
diligencias	4458
abiertos	9842
refrendado	1210
cárceles	1711
millon	576
sur	10289
extremistas	8555
agua	10264
continua	8085
team	3914
policia	11758
valore	451
preparadas	422
violando	8324
entregado	2475
buscaba	5879
engañes	2708
anula	6459
igual	5412
pregunte	7326
hey	3841
bolivar	1045
judiciales	8966
md	135
maltrata	1342
femenino	3634
desalojado	4494
grandeza	6308
avala	4160
renovación	2284
construyendo	5625
traicionado	862
sinvergüenza	8339
señalando	2076
suficientemente	6534
repugna	5980
oportunismo	2147
volver	11293
mediação	1517
protegen	4734
extras	1261
web	9738
preocuparse	5746
garantia	4618
haga	11697
iguales	10139
155	11759
realidad	11622
ante	3787
bajar	9846
california	7929
ocurra	9861
romper	11307
preguntado	9174
embarga	1446
luces	269
piel	7383
imagenes	9926
sino	5087
plazas	8137
madri	73
expectativa	4319
mentalidad	3669
motivos	10465
infinitamente	4816
consigna	570
detiene	6479
desobedecer	5013
83	5830
kms	2692
pu	3091
pisoteados	3672
leerlo	1987
utilidad	417
catalanista	4541
conocida	1663
korea	2961
viejos	7092
murieron	1953
tonterias	5462
militarmente	4018
rebela	4123
tarados	3964
fiable	8144
enfrentarnos	804
identificado	1900
polícia	10993
800	11208
deseas	290
idependencia	51
creerse	5469
maleantes	480
amenaza	10781
rajoi	4768
prohibición	8247
50000	2617
ciegos	8301
soportar	7268
golpistas	11627
medievales	1352
antidemócrata	1829
tipos	7267
pareja	8598
cyrus	155
vestiduras	6854
minutos	10959
encontrado	8174
maracuchos	3438
bloqueada	391
locura	11131
otro	6652
aparecido	2791
amp	9916
artículo	11584
fiesta	11036
dcha	4957
justifica	11045
solucionado	8127
escudan	3060
servir	9575
perdeis	24
maltratada	5856
indepen	6575
deslegitimado	1699
bolsas	6427
fracaso	11196
eurusd	2776
indicado	4497
reforzado	1639
vena	2133
amanhã	1269
incitando	926
acertado	7167
cobramos	3274
meo	8044
acusar	516
hazme	1466
malditos	8438
soberbia	4404
ayudaron	698
incendiarios	2741
inconstitucional	11055
irme	10198
legión	9149
cuadro	5743
mega	1081
bilbo	2406
dictador	11344
tuit	10560
nacido	9624
cánticos	7042
urgente	10724
injusticia	5852
campeón	9164
coherencia	9113
altercados	10620
eventos	3333
recortado	479
llegada	3026
gastan	3965
limites	811
adecuada	1106
sì	3029
verás	10774
torno	7182
bromas	4893
desafiar	6166
ridículos	2879
idioma	10379
contundencia	6190
catalufos	6269
pasas	3931
testigo	2309
saltando	6164
ocupados	10290
nací	7230
arrasar	2940
seleccion	10213
similar	9808
turno	8133
creadores	5588
diagonal	2534
importar	7520
deberian	9475
discutir	9503
salidas	5106
obrera	5235
salieran	4836
futuras	910
argumentar	4114
trabajado	6206
mandando	8816
constituye	3228
20129	6462
rincón	5395
sucedio	287
quemaron	2532
mexicano	8595
líderes	10826
defendamos	3520
chorrada	5386
tratara	4488
ejercito	11134
xiii	1873
moreneta	968
málaga	7882
fazer	5335
black	5778
entrevista	10262
basándose	893
decirme	7439
repudian	6901
generales	10549
existido	9160
francisco	9697
poneis	3266
balanza	2025
faltó	6056
verhofstadt	3870
hipócrita	9495
🤣🤣🤣🤣	3963
aprovecha	7748
в	7472
rafael	4499
sky	682
esclavos	6983
quiere	8609
francia	11258
africa	3596
brutos	4230
acompañará	5843
tw	8233
mud	8764
ninguna	3469
jjoo	1687
ideales	8591
español	11858
00	8782
insiste	9266
anormales	3143
reprimirlo	1194
suda	10419
ganan	10371
ejerce	8212
adentro	3525
jones	275
navarro	2809
comisionado	7630
diu	8927
surge	6030
torrente	5763
18	11002
básicamente	8959
315	7412
convertida	5882
respetable	5313
libres	10918
rebelión	10574
sinrazón	5026
breaking	929
cantabria	6371
parecemos	2396
think	5828
socialista	10332
ilegal”	1910
polémico	5731
broma	10681
utilizan	8908
fiscal	11216
aceptaría	6688
restringe	277
mantenidos	1841
pierden	10073
proindependencia	992
bandera	11770
montones	405
vago	4828
verde	8256
500	10772
cuenten	7873
cachondo	1363
claramente	10558
fraternidad	6939
secta	8715
mandos	2876
salou	3592
subido	5426
independizada	7610
manifestação	1317
logró	6960
opinado	1420
ciudadanoville	3698
adeu	7665
paisano	4913
lee	10012
jugamos	7727
antecedentes	5968
acontecimientos	10138
devuelva	1515
dei	2691
lean	6339
lamentable	11521
contusionados	5680
borbón	10438
soberania	4636
lados	10964
votarem	9910
pk	7583
afueras	4535
interesada	3894
pudiese	7277
não	11273
opresor	9561
felipevi	4763
farsante	2986
tenian	8577
referendumrac1	3581
diciendo	11683
independizaros	2960
cerrar	11092
belén	1377
costará	5070
ig	7371
volviendo	7231
fernando	8890
repugnante	8126
llosa	6701
barsa	10613
concibo	1169
economica	5314
pondremos	1326
pensé	9847
comprobado	1167
caballos	2790
better	2045
wtf	8506
mario	5887
firme	8690
bartomeu	7864
quejan	9720
morning	2205
indignidad	1630
gustaría	11485
organizando	6617
representante	7285
fraudulento	5741
hiciera	10237
inventan	5915
fiscalía	10047
activistas	6072
homenaje	6378
quitamos	4928
necesaria	9497
caída	9039
callada	2216
policiales	11554
pacta	4055
cataluñael	1944
riot	2184
barrio	10019
rodeados	1766
rio	2962
dejación	6770
verano	7692
encender	7011
tocó	3993
higiénico	4122
aspectos	5755
quede	11447
ruptura	10721
7ka	2528
complejo	8080
criterio	7034
suele	5193
nariz	4358
vivía	357
sanchez	8734
check	3330
sentirse	9978
ayudará	2483
juventud	6668
afortunadamente	5713
burguesia	1243
justifique	3851
tomas	5485
gane	10786
pasotismo	644
1400	1903
crítico	6714
rechazan	8114
exiliados	3753
contraste	289
miréis	1268
moralmente	4969
ambiente	9825
sabría	5322
darán	8712
suspensión	9913
hara	5853
fuegos	1733
un	11583
papás	5948
soltado	35
its	9387
podem	6088
grifo	1823
indignado	5580
juzgado	7188
ojala	10921
demasiadas	1788
sostiene	6125
locais	3797
completo	8853
riesgos	3957
motor	6873
reir	782
impone	9137
violentos	10710
portavoz	9871
engaño	6857
llega	11311
parlamentaria	9747
analizar	8674
840	6420
creer	11118
guapo	4902
papá	9423
constituição	242
senyera	5237
jajajaja	11169
quedando	9855
clubes	3107
asustar	773
delinquir	5143
vigente	8887
interlocutores	7551
hai	6250
moler	701
cavar	2569
salgas	498
atrevo	798
or	9830
instituto	8968
nooo	5626
debió	9601
permitirían	2813
vuelvo	8912
represivo	7266
pienso	11371
asustada	3371
lanzado	2328
vamonos	2062
completa	6466
ind	5321
falcon	1712
traición	7437
problemas	11582
52500	3821
engañados	4468
europeia	4496
mintiendo	7140
zombis	2317
trágica	2842
adoptar	4984
sputnik	6146
explique	9708
débil	7313
iraq	1784
solo	9783
castiga	1983
pasaria	3622
cometer	6639
prayers	413
ofrecido	6852
miembros	10049
interminable	1595
caracter	2818
baloncesto	103
señoras	4359
enterando	7227
romperá	6028
viral	1870
amas	2580
verlo	8757
pedazo	9111
táctica	2024
habilita	4093
manifiesten	5916
tercermundista	3905
países	11415
conexión	4786
raya	3960
262424	7088
pijos	2874
impuso	6974
alguien	11786
parecía	7935
mr	8262
condenan	9776
agrediendo	7839
xdxd	2087
monopolio	486
51	5940
constantemente	2885
renuncia	7863
senegal	3194
olvidando	5212
divorciar	1227
coincide	4002
lleno	9935
límites	9435
lindo	7915
war	6024
opciones	10435
consultivo	8665
diferencias	10244
dirás	6055
fácilmente	5903
respetado	7168
rompan	5306
aterrorizados	1415
ambas	11086
interna	1339
esther	2788
zulia	10535
radica	1783
pelota	6537
fechas	4146
consenso	9951
referendumcatalan	1884
spain	11417
estúpida	5677
tranquila	9063
avance	4718
heredero	6900
competición	1981
yaaaa	6316
árabes	1120
frases	6589
48h	5325
peuple	2990
confianza	8787
refería	7896
internacionales	11129
recuerda	11318
like	10071
toma	10756
putada	1861
aragonesa	4461
unasoluciónparacat	4219
rojo	9142
especiales	6177
ruina	9956
muchas	3828
fuego	11042
estudiantes	10496
dire	3037
socialistas	9820
revista	1148
oido	5291
pensad	6648
marcada	597
lechuguinoscom	4351
paralelo	6475
pa…	818
acostumbrados	2680
irreparable	6047
deja	11676
indivisible	7272
2017	11384
navidad	9793
canaria	239
escuchada	383
patochada	2686
energía	2970
gris	2228
defendemos	6609
suerte	11411
oficialmente	6643
look	5364
scenes	5942
fuertes	9698
cacho	1952
85	6683
cualquiera	10405
pantoja	60
preparar	7394
votar	11867
pel	4134
astillero	380
teles	1794
cargan	7106
conocen	6973
make	4150
declararán	7492
animal	6512
amparo	6564
totalmente	11457
puebla	2938
arán	7838
concepción	328
ficción	5566
kim	4875
curso	8139
separadas	9116
regímenes	5403
hablaba	8636
garantías	11779
separase	4745
hizo	1499
→	9037
ref	7401
contacto	5298
facultades	1531
injerencias	3357
británicos	3602
callarse	718
textil	1627
panda	10146
provocaciones	3611
llamarnos	330
bucle	3536
washington	4472
not	11226
comprando	4934
impida	6207
plena	9521
graciosos	3148
etapa	656
first	2856
linaje	247
reivindicar	6932
jo	8554
indica	4490
aburrido	5262
gritando	9526
ideológicos	1349
63	2327
payeses	3707
rajoydimision	3798
pido	11070
culta	3928
universidad	8615
caso	11743
maravilloso	8024
perseguidos	4853
resposta	3345
procedencia	76
ese	8183
tema	11840
esp	10421
posición	11146
cine	6109
serrat	10296
luchar	10603
maten	743
pareció	5284
luca	952
viste	6657
sxxi	6186
gallego	9217
150	7304
monotema	4679
coña	9903
inglés	9447
referemdum	4560
privilegios	9390
dulce	1538
quintana	1654
profe	4001
pronuncian	882
paraiso	3424
contento	6899
ofendidos	853
der	7976
was	9944
tía	8783
relacionado	6320
establecida	279
turra	5174
pedís	6868
iglesia	11191
becerros	1005
dependencia	2090
☹️	2103
vistazo	4030
tribunal	11189
rara	5200
lt	8254
incumplimiento	5950
carles	11102
número	10908
unacceptable	4166
carrera	8327
telegram	344
ombligo	7844
emitir	8150
traído	3890
sois	5186
mediterraneo	689
universo	6500
otegi	9386
then	13
vergüenzas	4935
nose	8082
tomando	9301
actuado	9756
celebraría	3434
encerrar	4262
zasca	6772
acude	3760
48	10650
acepta	9996
secesionista	10695
tenes	3377
legion	4926
albert	10278
ahhhh	1527
corta	9649
sobraba	2101
serian	2645
acabamos	6730
pretender	3519
piña	2176
melón	596
show	9655
convivir	7872
qu	5858
chica	9508
equivocan	2530
analfabetos	3251
atenta	7851
gent	6191
indignación	9439
⒉	10235
indefensa	3901
rojas	523
politicos	11135
oir	9299
suelta	4814
predijo	4156
retroceder	8468
presente	10066
logran	6670
coraje	8005
enviadas	1501
llover	5991
injusto	7903
dió	8541
joan	9182
image	2028
votando	11635
sabrán	5276
apoyo	11824
increíble	11252
censados	2233
pp	11828
hipocresia	3710
alfonso	11193
puta	11765
normas	10484
beneficio	7433
humillación	5815
rato	10354
follón	7686
abro	4577
retratados	4491
censos	2029
ofreciendo	6437
sediciosa	2836
comienzo	7652
unido	11187
estoy	8117
parten	8349
anuncio	9001
largas	5769
económica	10857
atropello	10156
produciendo	8803
confirma	9732
inútiles	8477
causa	10872
jodernos	488
cuna	6507
sabe	3545
expulsado	3980
bienestar	4692
dramático	4201
gnt	400
procede	3684
cobra	8780
eslovenia	5228
presentes	4708
entienden	10109
virtudes	2544
oscuros	692
demokratie	133
defendió	6246
publicidad	7444
caiga	8897
daily	9041
pagar	11513
abuelo	9238
atañe	1263
azul	6603
huelgacatalunaesp	710
89	7958
arena	2180
decidir	11788
sanciones	6000
porra	9710
